Poisson (λ = 1),"Uniforme {0, 1, 2}","Binomiale (n=2, p=1/2)","Binomiale (n=10, p=1/10)","Binomiale (n=50, p=1/50)","Bêta-Binomiale (n=2, α=3, β=3)","Bêta-Binomiale (n=5, α=5, β=20)","Bêta-Binomiale (n=3, α=5, β=10)","Bêta-Binomiale (n=10, α=5, β=45)","Négative Binomiale (n=1, p=0.5)","Négative Binomiale (n=10, p=10/11)","Hyper-Géométrique (N=10, n=2, p=0.5)","Hyper-Géométrique (N=100, n=10, p=0.1)"
1.9689221085759248,2.790938511326861,3.351221761180268,2.05869936677053,1.8596331941165791,3.6415228186332462,2.093010355029586,2.414441856298154,2.1976453799500533,1.293797874969113,1.874847820793767,4.71881119686672,2.527045095417528
1.9809036322472682,2.8218923933209648,3.323964094659534,2.0131030375223347,1.818796724813101,3.5945537065052955,2.0891579526692348,2.3987126765599855,2.147707385369268,1.2870336165496858,1.8546645638723764,4.702967983173639,2.516129032258065
1.967506566786652,2.7655121318762728,3.33158371040724,2.0364862185207215,1.8135263994349282,3.6639315019621836,2.0960658737419946,2.3982142857142854,2.0979101720355615,1.2901889092017063,1.8841567291311754,4.774420238931834,2.51975353388909
1.9061913696060047,2.768267991901343,3.3624966176603235,2.104624101993322,1.8497109826589595,3.631659414324356,2.082874954162083,2.3952520152360703,2.1363582653905233,1.277367848070642,1.8925769462884732,4.752291449124028,2.496399423907825
1.851257948576168,2.8075996292863765,3.362018069594776,1.9802839116719249,1.8292878100826893,3.6228813559322033,2.0629434236856463,2.374869109947644,2.17876696024756,1.2904411764705883,1.874186550976139,4.69700820145547,2.5616572689384656
1.8769670958512161,2.8073309145036744,3.323640849414045,1.9882675009777084,1.8238305383936455,3.6624353549600377,2.0768882858435096,2.359610579822521,2.1985507246376814,1.268745536776958,1.8256750355281857,4.706862631639856,2.5385749385749383
1.8641124846654713,2.7961819202695115,3.3121554213704383,2.0127114500831134,1.8563947812194908,3.634180790960452,2.0527368612474994,2.4114815787170736,2.220395140508037,1.3049993858248372,1.819920690459529,4.726388888888888,2.5169820475497335
1.861105939303668,2.764656381486676,3.254237288135593,1.9705312136487012,1.8391454047850269,3.629268292682927,2.0386861313868616,2.4168421052631577,2.2164671390178357,1.3110367892976589,1.7745792222867094,4.731843575418994,2.488439306358381
1.8456159720305454,2.786624203821656,3.2661044944797006,1.9881103206315172,1.8173719376391981,3.571346573298128,2.0163083765752408,2.4358298171589317,2.164044673952204,1.3186538220943327,1.8072289156626506,4.771165715616631,2.524650030432136
1.7994227994227996,2.768803774632251,3.270019274575083,2.0111078631978954,1.8012889366272826,3.6214715409532627,2.0288335517693312,2.4612923295707048,2.1596040082095858,1.3050075872534144,1.7811529168104938,4.8513338817722405,2.5145596165368485
1.7481995198719658,2.7697374439666995,3.237279335410176,1.9661966389801042,1.8246248418007593,3.6254149971379506,2.0368982955609662,2.4517833553500656,2.1302745750624035,1.3100765466181457,1.7948424068767908,4.891814946619217,2.5169551814085844
1.7088886927354576,2.7674482758620687,3.326914583517356,1.997651663405088,1.8192039169462328,3.5943093162000914,2.0023855399577943,2.450437828371278,2.1962684758904776,1.3176940354379834,1.7930722209644552,4.857176553838896,2.4946846208362867
1.7091038406827883,2.747661854172341,3.3587894971072543,1.9874632713026448,1.809201141226819,3.671804380577124,2.071126958806418,2.5364357864357863,2.159146045608928,1.335166895861983,1.7228421771805966,4.89558280747708,2.4161969400667207
1.696766804686812,2.744744202833168,3.427488493818248,1.9720767888307158,1.8521216536150062,3.6807249912861626,2.0687721921136237,2.475818617446091,2.168938656280429,1.3093330045617064,1.7616218105557497,4.882807852468769,2.4366539396043034
1.720963425512935,2.757328552218736,3.3834985835694056,1.9959239130434783,1.853961957991526,3.6756946065841696,2.074946266704046,2.4883126047455235,2.1713665943600864,1.3969038636659294,1.7962636587945013,4.829941687492563,2.4402933761173506
1.7077313720339726,2.7289520426287743,3.4266272719133317,2.0489162855438456,1.898466033601169,3.6864674868189806,2.0738236122851506,2.455487269534679,2.1286743005548345,1.404035178479048,1.772104896727779,4.918238993710691,2.448267951364992
1.7089604480224012,2.774871933135616,3.408725192204541,2.0685135537682453,1.9492069486404835,3.759836361448683,2.032034070919359,2.4940946629961815,2.066188382318908,1.3770619560981943,1.7077594894188777,4.974233728171939,2.4259952364749915
1.676663460697735,2.754395311667555,3.4464414090582314,2.041479162590491,1.9307035224109799,3.8103510676800574,2.0752104770813844,2.5080132509624855,2.0680870773506257,1.4420670165522809,1.7436941522452212,5.000870105655687,2.4273043673515216
1.6821456470792464,2.7461002908257686,3.5025426807119504,2.017958868398185,1.9246941896024463,3.7940930288174086,2.078735739667103,2.524010411991742,2.0437352245862885,1.433575855564538,1.6954704619902858,4.968866749688667,2.341841186736475
1.6911917098445592,2.743587467826396,3.5235759062414824,2.057877813504823,1.9181731684110375,3.775788977861516,2.1132934813549675,2.5081311650226605,2.05214940098661,1.3953488372093024,1.7547431744562703,5.127523639151546,2.3219954648526078
1.6913249892101854,2.702233902759527,3.4811541929666365,2.0233470481293656,1.916635302973278,3.700894959962318,2.10531282438426,2.4945084382534155,2.015235457063712,1.4319300164024056,1.7545506582713222,5.042202779207411,2.3398891665761163
1.67822587550304,2.7410129986553122,3.4324202963628196,1.9906976744186045,1.911040950877519,3.7115137346580953,2.121049607354913,2.5202769535113747,2.0220082530949104,1.4341463414634146,1.7783392672562306,5.101509630400833,2.3422053231939164
1.7180803966707987,2.7760378732702113,3.4248648648648645,1.9714446740559834,1.8917197452229297,3.6263736263736264,2.082038651004168,2.5439739413680784,2.0442812894344384,1.4357459379615953,1.7640205596801826,5.046707206624402,2.323643410852713
1.6622922134733158,2.779281718101426,3.428674546602905,1.947200898708107,1.8830345826543542,3.6525510786439908,2.09883609998092,2.489700877664338,2.0688844481015636,1.3930871336575106,1.7419206967682788,5.0,2.3399415014624636
